,element number,,,,,,,,,model parameters used for each damage conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0.186267522,0,0,0,0,0,235.0820934,460.8887514,740.3190893,1244.081772,1619.036764,-0.010309848,0.042411827,-0.021185042,0.041105047,-0.022305109,0.037132964,-0.015859926,0.034788771,-0.029629094,-0.018231107,-0.004207799,-0.027086235,-0.003110062,-0.03634761,-0.0403565,-0.044291763,-0.039719223,-0.03244579,-0.000989256,-0.066207276,-0.021802118,-0.05080613,-0.000624639,0.044275567,-0.015214948,0.047522293,-0.022163668,-0.047567898,-0.012546595,0.045285829,-0.002356798,-0.050624105,-0.013094464,0.056990706,0.024578467,-0.035176285,0.059389579,0.003878309,0.046824045,0.001563589,0.007778658,-0.011254351,-0.029518752,0.012603295,-0.072695006
,0,0,0,0,0.453543502,0,0,0,0,240.6346555,443.954762,667.298382,1144.375246,1627.410571,0.010727331,-0.043178338,0.021065231,-0.041787011,0.020874808,-0.037264816,0.015421059,-0.034793643,0.028540265,-0.016714328,0.00686775,-0.028658549,0.00692723,-0.030460438,-0.046812367,-0.044457727,-0.046775114,-0.026096947,0.010498597,0.064373284,0.015528719,0.051944991,0.01697219,-0.037460999,0.016007907,-0.041205165,0.032800144,-0.044787547,0.002782914,0.05283466,0.002789705,-0.053859245,-0.017464367,0.051741055,0.009892227,-0.033159481,0.055225328,0.008430351,0.047520162,0.000469591,0.012819103,-0.008428664,-0.037598071,0.007030177,-0.070321559
,0,0,0,0,0,0.229145913,0,0,0,238.4846371,457.1223156,739.2996872,1241.890097,1562.190227,-0.010370437,0.042383952,-0.020495863,0.041030616,-0.02018964,0.039235664,-0.013066145,0.036816866,-0.027763444,-0.019866898,-0.001205416,-0.026396586,-0.000457018,-0.036120967,-0.038651983,-0.047312452,-0.03852616,-0.033697705,-0.001365117,-0.066388744,-0.022728322,-0.050954741,-0.001253824,0.043631404,-0.0147302,0.046970951,-0.022284635,-0.048800547,-0.012445161,0.042434797,-0.002310455,-0.051153752,-0.013528358,0.05917156,0.02380035,-0.0334975,0.041775468,0.003002235,0.057718248,0.000914002,0.010995509,-0.006297419,-0.040225078,0.012642017,-0.06754629
,0,0,0,0,0,0,0.515068925,0,0,238.7757655,468.2107744,738.778128,1121.1044,1582.163008,0.010489429,-0.042634754,0.020787844,-0.041270666,0.020419693,-0.039340001,0.015168942,-0.034250043,0.027992667,-0.020068935,-0.002990952,-0.027782513,-0.002005328,-0.036294317,-0.039319919,-0.044912568,-0.038502872,-0.033097067,0.001576659,0.065946167,0.020835432,0.05059232,0.001669858,-0.042288189,0.013975006,-0.050457348,0.02334311,-0.035448724,-0.004063466,0.041429494,0.00155342,-0.043600673,-0.035745038,0.050189057,0.049240304,-0.037276479,-0.064631615,-0.012922112,-0.020274627,-0.005121062,-0.025469751,0.035213286,0.040983232,-0.038390915,0.051069618
,0,0,0,0,0,0,0,0.970888436,0,98.78497812,455.0703358,559.3767443,1067.679067,1282.764977,-0.001567533,0.027369707,-0.018886559,0.027201836,-0.003108617,0.048205549,-0.017936395,0.047828392,-0.051566297,-0.025479086,0.018073112,-0.027144008,0.016882669,-0.046472138,-0.038835318,-0.038548606,-0.040397623,-0.01719857,-0.009062441,0.062216484,0.015782895,0.053103178,-0.016344859,-0.010997901,0.031554628,-0.016288425,0.057631172,-0.044671166,-0.038331908,-0.014310576,-0.020557629,-0.052485227,0.027615521,0.031135724,0.032775718,0.049787376,0.024786119,0.001074529,-0.060113816,-0.002446249,0.028883891,0.023181578,-0.041778937,-0.018792432,0.074187704
,0,0,0,0,0,0,0,0,0.913474312,131.7634586,412.7845525,658.7647773,1035.282857,1609.507997,-0.00256719,0.032018726,-0.020640933,0.031674916,-0.005071375,0.052406565,-0.018688783,0.051678752,-0.007400706,-0.02432232,0.021664115,-0.022470248,0.020306488,-0.045153073,-0.03288299,-0.029720228,-0.034602763,-0.048532726,0.000424058,-0.063523978,-0.034237488,-0.05114627,0.001825612,0.024404411,-0.04568437,0.027329915,-0.004306767,-0.030065772,-0.028620643,0.0334642,-0.015648548,-0.039918235,0.014971937,0.063061841,0.034518179,-0.062850508,0.064480127,0.005176291,0.034385135,-0.000270248,0.020304857,-0.001483578,-0.031949076,0.003244275,-0.076543497
,0.626191566,0,0,0,0,0,0,0,0,199.5526701,419.3033177,740.2517499,1136.493645,1563.607735,-0.021362993,0.04032883,-0.023597847,0.039448127,-0.028665696,0.030342962,-0.020296768,0.028729414,-0.033695064,-0.027069312,-0.012315547,-0.020864546,-0.01064282,-0.033543115,-0.045481318,-0.037423189,-0.043529165,-0.026215303,-0.001382705,-0.066352708,-0.02137391,-0.050923035,-0.000514473,0.04443482,-0.014581668,0.04778412,-0.021855168,-0.065927097,-0.013133511,0.042125754,-0.004729419,-0.040365862,-0.007105761,0.060166097,0.022149013,-0.014779878,0.052765256,0.00079512,0.049843839,0.002741145,-0.009029546,-0.016568672,-0.01314608,0.018222,-0.081209339
,0,0.290371394,0,0,0,0,0,0,0,235.0880252,445.1065899,693.2559563,1230.153353,1620.743575,-0.009929403,0.044431165,-0.017625098,0.043063441,-0.019354481,0.038590209,-0.012007341,0.036238484,-0.026660436,-0.019787792,-0.007805865,-0.033470713,-0.006576804,-0.036050651,-0.031162185,-0.04741857,-0.031238793,-0.035462369,0.002753843,-0.062256895,-0.022656248,-0.049826979,0.005332316,0.050316619,-0.010561287,0.051929625,-0.015876886,-0.04704095,-0.017144695,0.045958755,-0.004168071,-0.050554695,-0.011816076,0.053282282,0.025904712,-0.038385801,0.05322862,0.001041661,0.047240364,0.001539503,0.012726494,-0.009298075,-0.037191256,0.011282897,-0.072535336
,0,0,0.917541447,0,0,0,0,0,0,232.1946388,452.9573033,487.9634257,988.8361979,1269.974975,-0.009714008,0.057769095,-0.018550566,0.038196527,-0.018941129,0.034960056,-0.01328435,0.032639603,-0.025882383,0.018841657,0.066243872,0.030968472,-0.005355599,0.034224209,0.006249128,0.039826875,0.005981567,0.038239381,0.008996294,-0.074966239,0.006263323,0.005421072,0.01623771,0.053615621,0.02239278,0.053658127,0.005858024,-0.009866336,-0.027385387,0.025507928,0.083375586,-0.014638797,-0.030900318,0.02512624,-0.029260227,0.01063091,0.047057774,-0.010104646,-0.041693323,0.029327154,0.047658004,0.007898573,-0.052997701,-0.030891951,0.038874858
,0,0,0,0.601627081,0,0,0,0,0,206.98881,435.439295,740.3126806,1243.720115,1538.950505,-0.008300562,0.041553513,-0.02364219,0.040574263,-0.028106825,0.032184034,-0.019926429,0.030404578,-0.033665082,-0.011968827,-0.009026429,-0.024012503,-0.00754,-0.036041142,-0.044566048,-0.041318786,-0.043037724,-0.029809711,-0.001135866,-0.06618148,-0.021866797,-0.050786266,-0.000634627,0.044250455,-0.01530676,0.047479747,-0.022201707,-0.045439137,-0.012682432,0.045753624,-0.002392334,-0.051108182,-0.013195514,0.057321088,0.024827578,-0.035698504,0.084201789,0.000482917,0.037319757,0.001805163,-0.006178337,-0.01112194,-0.014382169,0.012853724,-0.061704826
,0,0,0,0,0.229119034,0,0,0,0,240.8932181,460.1318857,710.1098475,1195.904337,1630.900473,-0.010715353,0.042756326,-0.020702376,0.041370902,-0.020851799,0.037945321,-0.015003574,0.035473739,-0.028555947,-0.018941384,0.000569158,-0.028176116,0.001201005,-0.034344797,-0.042048146,-0.04493959,-0.041802616,-0.03066503,-0.004989819,-0.065960825,-0.018580371,-0.051735397,-0.00740487,0.042213767,-0.014759557,0.045818806,-0.026615038,-0.046548007,-0.00562443,0.049335547,-0.000464296,-0.052458712,-0.014679366,0.054496442,0.017925064,-0.034704106,0.054081813,0.006575812,0.048132845,0.0009039,0.011971783,-0.009680194,-0.035274622,0.009637185,-0.072263774
,0,0,0,0,0,0.235249016,0,0,0,238.3956278,456.7550038,739.2664933,1241.803075,1559.835839,-0.010358678,0.042378238,-0.020495203,0.041025925,-0.020167056,0.039267709,-0.013006415,0.036850776,-0.027735542,-0.019862191,-0.001145344,-0.026351205,-0.000404552,-0.036118715,-0.038630677,-0.047388307,-0.03851313,-0.033722417,-0.001378723,-0.0663941,-0.022758943,-0.050959156,-0.001274396,0.043609962,-0.014715356,0.046952341,-0.022288879,-0.048829792,-0.012441895,0.042328176,-0.002308852,-0.051176252,-0.013545517,0.059255713,0.023771698,-0.033436623,0.04143336,0.002945831,0.057977821,0.00089947,0.010966746,-0.006162595,-0.040394934,0.012674515,-0.067342826
,0,0,0,0,0,0,0.716140616,0,0,235.659471,468.1670215,735.1205462,957.061162,1506.641186,-0.010185426,0.042745865,-0.021152024,0.041407912,-0.019837702,0.040745094,-0.01568389,0.032080171,-0.027200661,-0.020146092,-0.002971665,-0.027732529,-0.001985151,-0.036437196,-0.039503549,-0.044816746,-0.038007293,-0.033298389,-0.003028271,-0.064952868,-0.018524639,-0.049800529,-0.004096899,0.037406446,-0.011081053,0.057024178,-0.025990963,-0.024094095,0.007968765,0.0351882,0.008174347,-0.034688145,-0.052818114,0.04189681,0.062263527,-0.032807286,0.065423306,0.018512598,-0.01085749,0.006885916,0.038211182,-0.041735834,-0.047386913,0.043550092,-0.017543099
,0,0,0,0,0,0,0,0.81045781,0,191.2227067,463.6095303,638.2725304,1158.688357,1310.092477,0.006409834,-0.035705455,0.019981486,-0.034940327,0.012579242,-0.043968833,0.016326826,-0.042458201,0.039709276,-0.02228609,0.00479252,-0.027816329,0.004956476,-0.040435733,-0.039793691,-0.043076747,-0.040131609,-0.027369321,0.008173617,-0.065246543,-0.017051172,-0.053462321,0.014363191,0.030468442,-0.023989601,0.035136071,-0.046538224,-0.054771652,-0.028873547,0.003301988,-0.012497341,-0.059236201,0.012792063,0.047485023,0.027959615,0.034177099,0.00760679,-0.004598571,-0.062000683,-0.004183833,0.013606895,0.02535179,-0.027235393,-0.014572503,0.088353747
,0,0,0,0,0,0,0,0,0.528749035,217.9786696,450.2936947,710.1904423,1144.55582,1621.770735,0.008325718,-0.039983988,0.020533581,-0.038893865,0.016266223,-0.043183306,0.015571658,-0.04114669,0.022681887,0.021793533,-0.005308528,0.02574996,-0.005400284,0.039788932,0.039011779,0.039833606,0.039316545,0.038564536,0.000364104,-0.066258077,-0.027179991,-0.05182259,0.001613455,0.038690173,-0.027456549,0.041645003,-0.014221079,-0.039141275,-0.018360686,0.041603571,-0.00726568,-0.046647338,-0.001457648,0.062493044,0.027141124,-0.051525432,0.059136649,0.004939878,0.041665958,0.00051741,0.015786891,-0.00613755,-0.032342597,0.007673954,-0.076033505
,0.280675877,0,0,0,0,0,0,0,0,229.8587692,450.5917404,740.296221,1205.435269,1603.175447,-0.013970403,0.042039348,-0.021612657,0.040804342,-0.023375826,0.035947695,-0.01664419,0.033722884,-0.03032151,-0.023029749,-0.006004674,-0.025610398,-0.004762862,-0.035736298,-0.04131691,-0.042557398,-0.040355245,-0.031008226,-0.001102517,-0.066264711,-0.021637218,-0.050852111,-0.000583432,0.044337588,-0.014971627,0.047624266,-0.022046541,-0.056016737,-0.012825316,0.043776387,-0.003264372,-0.047259481,-0.010831646,0.05852247,0.023550041,-0.027067446,0.054305733,0.003010502,0.048997065,0.002095895,0.002470334,-0.013596504,-0.024538492,0.014959661,-0.07770712
,0,0.587008171,0,0,0,0,0,0,0,219.9430698,401.5591306,645.2850205,1216.261944,1607.420787,-0.008065421,0.048251122,-0.010714951,0.04696306,-0.015785621,0.038589093,-0.005532554,0.036558078,-0.022005905,-0.019189755,-0.011303417,-0.041651561,-0.010213296,-0.035472288,-0.016291615,-0.049769916,-0.0172658,-0.038977079,0.007218468,-0.055831257,-0.020364016,-0.04652,0.012813821,0.057099266,-0.002524945,0.057315253,-0.007650479,-0.04601831,-0.021801334,0.046302096,-0.006133151,-0.050418705,-0.010418518,0.049496652,0.027239727,-0.041414525,0.053610241,-0.002367242,0.045555054,0.001580927,0.014357488,-0.007631427,-0.041380632,0.010264447,-0.070761574
,0,0,0.093576731,0,0,0,0,0,0,240.9587106,468.2210794,737.5453643,1243.41423,1634.423237,-0.010701326,0.042660465,-0.020498968,0.041133085,-0.020824989,0.038272421,-0.014775274,0.035801743,-0.02854309,-0.020024145,-0.003106184,-0.027829893,-0.002009653,-0.03621131,-0.039162517,-0.044982484,-0.038784618,-0.032987,-0.001013636,-0.067123711,-0.021670377,-0.050049243,-0.00074223,0.04428154,-0.015036976,0.0475184,-0.022138013,-0.047938668,-0.013146517,0.045223314,-0.001541099,-0.050523445,-0.013212665,0.056944896,0.0242885,-0.034896233,0.052763524,0.005062928,0.048660345,0.00097955,0.011084061,-0.010930472,-0.032798099,0.012388967,-0.074191597
,0,0,0,0.819548381,0,0,0,0,0,165.1605368,413.7291697,740.3069273,1243.083178,1441.008379,-0.005404517,0.040031319,-0.025772822,0.039439664,-0.034039757,0.026551384,-0.023713878,0.025461375,-0.037448002,-0.006575589,-0.013985512,-0.020543392,-0.012180697,-0.034472256,-0.048261144,-0.037796322,-0.045999053,-0.02628543,-0.001267477,-0.06615812,-0.021924795,-0.050768277,-0.000643595,0.044227775,-0.015389137,0.047441406,-0.022235791,-0.041658599,-0.012909431,0.04653082,-0.002453016,-0.051909326,-0.013359462,0.057848686,0.025241321,-0.036577855,0.100061978,-0.002175954,0.027926607,0.001109633,-0.015197465,-0.009020752,-0.002409215,0.011675504,-0.046579613
,0,0,0,0,0.258881127,0,0,0,0,240.8690264,458.6356649,705.2776367,1189.252696,1630.435544,-0.010716547,0.042796094,-0.020736481,0.041410107,-0.020854093,0.037881806,-0.015042771,0.035410247,-0.028554659,-0.018738272,0.001198961,-0.02823346,0.001770559,-0.03399294,-0.04253887,-0.044916287,-0.042315692,-0.03023891,-0.005621863,-0.065856814,-0.018142927,-0.051827599,-0.008483806,0.041794513,-0.014784943,0.04543496,-0.027317945,-0.046338561,-0.004603855,0.049843032,-0.000120094,-0.052684117,-0.014974138,0.054154059,0.016948134,-0.034572836,0.054237802,0.006824087,0.048057939,0.00084484,0.01208423,-0.009513146,-0.035586856,0.009290126,-0.072012731
,0,0,0,0,0,0.577625956,0,0,0,229.1964868,425.2882278,736.5174604,1228.720482,1389.827335,-0.009177299,0.041657505,-0.020411513,0.040413367,-0.017894515,0.042279233,-0.007036448,0.040058605,-0.024895769,-0.019542125,0.004254609,-0.022855494,0.004386441,-0.036042671,-0.035975247,-0.05350062,-0.036558126,-0.035985883,-0.002504769,-0.066770748,-0.025270457,-0.051274083,-0.002981963,0.041777556,-0.013497194,0.045349734,-0.022629524,-0.051738513,-0.011636206,0.02622195,-0.001998779,-0.053209762,-0.015819514,0.06980911,0.019052125,-0.024225874,0.015661854,-0.002338623,0.074801458,-0.000428029,0.00213438,0.00058326,-0.03864915,0.019266915,-0.057103929
,0,0,0,0,0,0,0.573546427,0,0,238.1740723,468.2027695,738.2469623,1085.711487,1563.33836,-0.010430784,0.04265858,-0.020859613,0.041299454,-0.02030748,0.03961495,-0.015269715,0.033830116,-0.02784,0.020083093,0.002987433,0.027773422,0.002001644,0.036320532,0.039353599,0.044895125,0.038412275,0.033133969,0.001791498,0.065832464,0.020504709,0.050500563,0.002027984,-0.04159111,0.013555464,-0.051444095,0.023743449,-0.032459286,-0.001653022,0.039901094,0.002731866,-0.041468317,-0.040344359,0.04811695,0.053700342,-0.036735941,0.065682514,0.014903271,0.010922162,0.005870415,0.029349925,-0.039289392,-0.042795688,0.042464311,-0.041689379
,0,0,0,0,0,0,0,0.365620131,0,232.4647937,467.462672,719.1540986,1236.163427,1505.752237,-0.009884107,0.041274882,-0.020442824,0.040016848,-0.019265043,0.039532632,-0.015085737,0.037241443,-0.030743831,-0.020422129,-0.001684438,-0.027835327,-0.000839566,-0.036952586,-0.039358323,-0.044692093,-0.039101451,-0.03203995,0.001477116,-0.066267777,-0.02078267,-0.051611198,0.00318576,0.042171342,-0.017279097,0.045745287,-0.028122741,-0.051142331,-0.014837496,0.040573901,-0.003506498,-0.053591551,-0.010223631,0.058040497,0.025286841,-0.025685253,0.040194808,0.008432384,0.050094502,0.002671771,0.015365024,-0.016015717,-0.020516032,0.009403514,-0.086734072
,0,0,0,0,0,0,0,0,0.477093799,221.9145232,453.0439945,714.5660748,1156.913494,1623.213989,-0.008705011,0.040420988,-0.020530049,0.039283559,-0.016996271,0.042449265,-0.015428054,0.040339474,-0.02363441,-0.021542584,0.004048515,-0.026049455,0.004269048,-0.039276334,-0.039156048,-0.040619412,-0.039355098,-0.037729606,0.000228575,-0.066323162,-0.026450495,-0.051735329,0.001376594,0.039633409,-0.025731713,0.042615414,-0.015298302,-0.040183166,-0.017485914,0.042234054,-0.006544262,-0.047226621,-0.003057814,0.062002398,0.026628515,-0.049790321,0.058456942,0.004909287,0.042491638,0.000612958,0.015252537,-0.006688892,-0.032394968,0.008200662,-0.075885864
,0.209827459,0,0,0,0,0,0,0,0,233.3288689,455.5940812,740.3032016,1216.485755,1611.280147,-0.012988946,0.042206024,-0.021296298,0.040926082,-0.022625431,0.036663385,-0.016100832,0.034362766,-0.029809763,-0.022221235,-0.005116707,-0.02626469,-0.003946798,-0.035916408,-0.040698272,-0.043271002,-0.039900459,-0.031610534,-0.001058523,-0.066250679,-0.021678476,-0.050840811,-0.000594247,0.044322183,-0.015032789,0.047599018,-0.022076503,-0.053927052,-0.012751139,0.044145538,-0.003010419,-0.048253013,-0.011461748,0.058136617,0.023818586,-0.029265578,0.054144197,0.003444568,0.048875331,0.001925847,0.004753154,-0.012937624,-0.02674941,0.014277879,-0.076837206
,0,0.011403482,0,0,0,0,0,0,0,240.8628155,467.5613901,738.548786,1243.60108,1633.93675,-0.010686704,0.042590954,-0.02043241,0.041208929,-0.020797164,0.038306827,-0.014707951,0.035838408,-0.028509611,-0.020014878,-0.003173378,-0.027994973,-0.002177143,-0.036202125,-0.038965223,-0.045061165,-0.038600296,-0.033049706,-0.000815512,-0.06609108,-0.021856979,-0.050800401,-0.000415364,0.04449393,-0.015059228,0.047678866,-0.021936869,-0.047956156,-0.012699694,0.045228236,-0.002418163,-0.050528929,-0.013026858,0.056781759,0.024582268,-0.035205516,0.052858621,0.004505574,0.048591084,0.001380386,0.011173765,-0.010903944,-0.033017072,0.012266471,-0.074059012
,0,0,0.416035456,0,0,0,0,0,0,240.5507782,468.1079364,720.4696829,1237.76802,1632.707932,-0.0106584,0.043405661,-0.0204138,0.041012824,-0.020743401,0.038130598,-0.01470931,0.035665794,-0.02842724,-0.020057609,-0.003752609,-0.027926316,-0.001954967,-0.036272803,-0.038922276,-0.04503535,-0.038543479,-0.033115772,-0.001390772,-0.072404537,-0.020946205,-0.045329653,-0.001434517,0.044204069,-0.014093431,0.047327137,-0.021979253,-0.047386347,-0.017812518,0.045349578,0.004588142,-0.050358519,-0.01423975,0.056950885,0.022390832,-0.033473765,0.050125173,0.015894366,0.048706984,-0.009400465,0.010271259,-0.009780545,-0.031287712,0.01444593,-0.075423815
,0,0,0,0.961087702,0,0,0,0,0,88.0644827,395.400925,740.3013975,1241.526478,1348.188181,-0.001543895,0.03788304,-0.027372257,0.037726446,-0.039784851,0.020567943,-0.026881526,0.020275329,-0.04070249,-0.002076212,-0.018744782,-0.016865986,-0.01669745,-0.031897115,-0.051198747,-0.033887371,-0.04836385,-0.022171626,-0.001393972,-0.066135487,-0.021980482,-0.050750848,-0.000652215,0.044205853,-0.015468275,0.047404424,-0.022268492,-0.032331087,-0.013395688,0.048170537,-0.002590191,-0.053582288,-0.013683471,0.058843854,0.026113525,-0.038497939,0.109362493,-0.003199075,0.019693392,0.000128594,-0.015805967,-0.00582373,0.001701182,0.009209888,-0.032129636
,0,0,0,0,0.553577092,0,0,0,0,240.417426,430.5769121,643.339233,1120.973792,1625.871727,0.01073607,-0.04352767,0.02136719,-0.04213157,0.02089157,-0.036690417,0.015769268,-0.034219867,0.028523835,-0.014880473,0.011222621,-0.028862762,0.010931793,-0.027224461,-0.049940046,-0.043765356,-0.050022122,-0.02247082,0.013528255,0.062682552,0.014732445,0.051320077,0.022384897,-0.033521892,0.017839826,-0.037188445,0.036243596,-0.04383748,0.007005208,0.054062467,0.004740232,-0.054172107,-0.019122172,0.050377059,0.005872542,-0.032034803,0.055708632,0.009240181,0.047213408,0.000284946,0.013194564,-0.007879342,-0.038606139,0.005880991,-0.069424015
,0,0,0,0,0,0.811827485,0,0,0,204.7028505,378.4762281,732.5076222,1154.318881,1283.66246,-0.006457943,0.038984856,-0.020132351,0.038028505,-0.012638452,0.047798507,0.006557466,0.046094436,-0.018093837,-0.019367186,0.013964161,-0.019408235,0.013303386,-0.036373748,-0.028016999,-0.060484982,-0.029629927,-0.039904324,0.004135206,0.067078272,0.02882477,0.051549518,0.005471704,-0.038918511,0.011771252,-0.042806973,0.023084767,-0.043889606,-0.004701272,-0.028360775,0.000230745,-0.044887185,-0.021468415,0.080565207,-0.002753881,0.005884612,0.024277194,0.010494061,-0.077287581,0.002210673,0.030297486,0.0046625,-0.010474387,-0.029472815,0.053295102
